codigo,date,value
20674,2017-11-01,513
20674,2017-12-01,552
20674,2018-01-01,506
20674,2018-02-01,402
20674,2018-03-01,432
20674,2018-04-01,442
20674,2018-05-01,451
20674,2018-06-01,437
20674,2018-07-01,478
20674,2018-08-01,561
20674,2018-09-01,460
20674,2018-10-01,506
20674,2018-11-01,556
20674,2018-12-01,591
20674,2019-01-01,547
20674,2019-02-01,491
20674,2019-03-01,473
20674,2019-04-01,534
20674,2019-05-01,559
20674,2019-06-01,474
20674,2019-07-01,591
20674,2019-08-01,554
20674,2019-09-01,535
20674,2019-10-01,585
20674,2019-11-01,553
20674,2019-12-01,649
20674,2020-01-01,548
20674,2020-02-01,467
20674,2020-03-01,392
20674,2020-04-01,338
20674,2020-05-01,457
20674,2020-06-01,641
20674,2020-07-01,642
20674,2020-08-01,718
20674,2020-09-01,688
20674,2020-10-01,749
20674,2020-11-01,783
20674,2020-12-01,771
20674,2021-01-01,611
20674,2021-02-01,624
20674,2021-03-01,762
20674,2021-04-01,720
20674,2021-05-01,773
20674,2021-06-01,784
20674,2021-07-01,892
20674,2021-08-01,926
20674,2021-09-01,906
20674,2021-10-01,923
20674,2021-11-01,1207
20674,2021-12-01,1152
20674,2022-01-01,1004
20674,2022-02-01,1167
20674,2022-03-01,1261
20674,2022-04-01,1127
20674,2022-05-01,1148
20674,2022-06-01,951
20674,2022-07-01,987
20674,2022-08-01,1193
20674,2022-09-01,1095
20674,2022-10-01,1081
20674,2022-11-01,1260
20674,2022-12-01,1330
20674,2023-01-01,1021
20674,2023-02-01,870
20674,2023-03-01,1022
20674,2023-04-01,875
20674,2023-05-01,997
20674,2023-06-01,884
20674,2023-07-01,936
20674,2023-08-01,1066
20674,2023-09-01,971
20674,2023-10-01,1031
20674,2023-11-01,1225
20674,2023-12-01,1095
20674,2024-01-01,1206
20674,2024-02-01,1021
20674,2024-03-01,1075
20674,2024-04-01,1253
20674,2024-05-01,1261
20674,2024-06-01,1233
20674,2024-07-01,1445
20674,2024-08-01,1349
20674,2024-09-01,1309
20674,2024-10-01,1414
20674,2024-11-01,1361
20674,2024-12-01,1436
20674,2025-01-01,1267
20674,2025-02-01,1174
20674,2025-03-01,1126
20674,2025-04-01,1245
20674,2025-05-01,1329
20674,2025-06-01,1255
20674,2025-07-01,1116
20674,2025-08-01,982
20674,2025-09-01,1150
20674,2025-10-01,1220
20674,2025-11-01,1132
20674,2025-12-01,1224
20674,2026-01-01,1074
20674,2026-02-01,977
20674,2026-03-01,1173
20674,2026-04-01,1087
20674,2026-05-01,1180
20674,2026-06-01,1363
20676,2011-03-01,331
20676,2011-04-01,416
20676,2011-05-01,701
20676,2011-06-01,617
20676,2011-07-01,588
20676,2011-08-01,323
20676,2011-09-01,170
20676,2011-10-01,126
20676,2011-11-01,148
20676,2011-12-01,155
20676,2012-01-01,117
20676,2012-02-01,101
20676,2012-03-01,117
20676,2012-04-01,81
20676,2012-05-01,120
20676,2012-06-01,151
20676,2012-07-01,88
20676,2012-08-01,101
20676,2012-09-01,50
20676,2012-10-01,66
20676,2012-11-01,48
20676,2012-12-01,62
20676,2013-01-01,50
20676,2013-02-01,32
20676,2013-03-01,40
20676,2013-04-01,49
20676,2013-05-01,53
20676,2013-06-01,71
20676,2013-07-01,72
20676,2013-08-01,67
20676,2013-09-01,61
20676,2013-10-01,64
20676,2013-11-01,67
20676,2013-12-01,77
20676,2014-01-01,65
20676,2014-02-01,50
20676,2014-03-01,40
20676,2014-04-01,68
20676,2014-05-01,59
20676,2014-06-01,53
20676,2014-07-01,47
20676,2014-08-01,47
20676,2014-09-01,51
20676,2014-10-01,57
20676,2014-11-01,59
20676,2014-12-01,75
20676,2015-01-01,44
20676,2015-02-01,45
20676,2015-03-01,104
20676,2015-04-01,108
20676,2015-05-01,92
20676,2015-06-01,110
20676,2015-07-01,118
20676,2015-08-01,95
20676,2015-09-01,95
20676,2015-10-01,88
20676,2015-11-01,103
20676,2015-12-01,117
20676,2016-01-01,85
20676,2016-02-01,88
20676,2016-03-01,102
20676,2016-04-01,67
20676,2016-05-01,42
20676,2016-06-01,40
20676,2016-07-01,31
20676,2016-08-01,31
20676,2016-09-01,37
20676,2016-10-01,34
20676,2016-11-01,36
20676,2016-12-01,38
20676,2017-01-01,25
20676,2017-02-01,23
20676,2017-03-01,33
20676,2017-04-01,24
20676,2017-05-01,29
20676,2017-06-01,24
20676,2017-07-01,28
20676,2017-08-01,29
20676,2017-09-01,28
20676,2017-10-01,27
20676,2017-11-01,33
20676,2017-12-01,39
20676,2018-01-01,29
20676,2018-02-01,21
20676,2018-03-01,34
20676,2018-04-01,32
20676,2018-05-01,29
20676,2018-06-01,29
20676,2018-07-01,34
20676,2018-08-01,41
20676,2018-09-01,38
20676,2018-10-01,52
20676,2018-11-01,49
20676,2018-12-01,53
20676,2019-01-01,45
20676,2019-02-01,43
20676,2019-03-01,47
20676,2019-04-01,55
20676,2019-05-01,56
20676,2019-06-01,51
20676,2019-07-01,67
20676,2019-08-01,24
20676,2019-09-01,7
20676,2019-10-01,7
20676,2019-11-01,4
20676,2019-12-01,6
20676,2020-01-01,6
20676,2020-02-01,9
20676,2020-03-01,7
20676,2020-04-01,2
20676,2020-05-01,2
20676,2020-06-01,5
20676,2020-07-01,4
20676,2020-08-01,4
20676,2020-09-01,2
20676,2020-10-01,4
20676,2020-11-01,4
20676,2020-12-01,5
20676,2021-01-01,4
20676,2021-02-01,5
20676,2021-03-01,4
20676,2021-04-01,4
20676,2021-05-01,6
20676,2021-06-01,6
20676,2021-07-01,5
20676,2021-08-01,8
20676,2021-09-01,7
20676,2021-10-01,6
20676,2021-11-01,4
20676,2021-12-01,4
20676,2022-01-01,3
20676,2022-02-01,4
20676,2022-03-01,9
20676,2022-04-01,9
20676,2022-05-01,21
20676,2022-06-01,1
20676,2022-07-01,8
20676,2022-08-01,1
20676,2022-09-01,0
20676,2022-10-01,1
20676,2022-11-01,1
20676,2022-12-01,1
20676,2023-01-01,1
20676,2023-02-01,1
20676,2023-03-01,0
20676,2023-04-01,1
20676,2023-05-01,1
20676,2023-06-01,1
20676,2023-07-01,0
20676,2023-08-01,0
20676,2023-09-01,4
20676,2023-10-01,2
20676,2023-11-01,0
20676,2023-12-01,0
20676,2024-01-01,1
20676,2024-02-01,0
20676,2024-03-01,1
20676,2024-04-01,1
20676,2024-05-01,1
20676,2024-06-01,0
20676,2024-07-01,1
20676,2024-08-01,0
20676,2024-09-01,0
20676,2024-10-01,0
20676,2024-11-01,0
20676,2024-12-01,0
20676,2025-01-01,0
20676,2025-02-01,1
20676,2025-03-01,1
20676,2025-04-01,0
20676,2025-05-01,0
20676,2025-06-01,0
20676,2025-07-01,0
20676,2025-08-01,0
20676,2025-09-01,0
20676,2025-10-01,0
20676,2025-11-01,0
20676,2025-12-01,0
20676,2026-01-01,0
20676,2026-02-01,1
20676,2026-03-01,0
20676,2026-04-01,0
20676,2026-05-01,0
20676,2026-06-01,0
20677,2011-03-01,12
20677,2011-04-01,2
20677,2011-05-01,4
20677,2011-06-01,9
20677,2011-07-01,8
20677,2011-08-01,11
20677,2011-09-01,7
20677,2011-10-01,8
20677,2011-11-01,7
20677,2011-12-01,8
20677,2012-01-01,2
20677,2012-02-01,2
20677,2012-03-01,4
20677,2012-04-01,3
20677,2012-05-01,7
20677,2012-06-01,12
20677,2012-07-01,7
20677,2012-08-01,4
20677,2012-09-01,3
20677,2012-10-01,3
20677,2012-11-01,1
20677,2012-12-01,10
20677,2013-01-01,4
20677,2013-02-01,4
20677,2013-03-01,4
20677,2013-04-01,5
20677,2013-05-01,4
20677,2013-06-01,4
20677,2013-07-01,3
20677,2013-08-01,2
20677,2013-09-01,8
20677,2013-10-01,17
20677,2013-11-01,16
20677,2013-12-01,3
20677,2014-01-01,1
20677,2014-02-01,0
20677,2014-03-01,12
20677,2014-04-01,3
20677,2014-05-01,14
20677,2014-06-01,1
20677,2014-07-01,1
20677,2014-08-01,4
20677,2014-09-01,2
20677,2014-10-01,58
20677,2014-11-01,2
20677,2014-12-01,2
20677,2015-01-01,2
20677,2015-02-01,15
20677,2015-03-01,0
20677,2015-04-01,0
20677,2015-05-01,20
20677,2015-06-01,9
20677,2015-07-01,2
20677,2015-08-01,0
20677,2015-09-01,1
20677,2015-10-01,3
20677,2015-11-01,1
20677,2015-12-01,1
20677,2016-01-01,0
20677,2016-02-01,0
20677,2016-03-01,1
20677,2016-04-01,0
20677,2016-05-01,2
20677,2016-06-01,2
20677,2016-07-01,1
20677,2016-08-01,2
20677,2016-09-01,3
20677,2016-10-01,1
20677,2016-11-01,5
20677,2016-12-01,0
20677,2017-01-01,10
20677,2017-02-01,0
20677,2017-03-01,10
20677,2017-04-01,5
20677,2017-05-01,0
20677,2017-06-01,0
20677,2017-07-01,5
20677,2017-08-01,14
20677,2017-09-01,9
20677,2017-10-01,6
20677,2017-11-01,6
20677,2017-12-01,3
20677,2018-01-01,3
20677,2018-02-01,4
20677,2018-03-01,6
20677,2018-04-01,5
20677,2018-05-01,1
20677,2018-06-01,0
20677,2018-07-01,3
20677,2018-08-01,0
20677,2018-09-01,8
20677,2018-10-01,4
20677,2018-11-01,2
20677,2018-12-01,10
20677,2019-01-01,2
20677,2019-02-01,0
20677,2019-03-01,20
20677,2019-04-01,0
20677,2019-05-01,3
20677,2019-06-01,4
20677,2019-07-01,6
20677,2019-08-01,13
20677,2019-09-01,4
20677,2019-10-01,6
20677,2019-11-01,2
20677,2019-12-01,8
20677,2020-01-01,1
20677,2020-02-01,5
20677,2020-03-01,2
20677,2020-04-01,2
20677,2020-05-01,0
20677,2020-06-01,1
20677,2020-07-01,10
20677,2020-08-01,2
20677,2020-09-01,0
20677,2020-10-01,3
20677,2020-11-01,1
20677,2020-12-01,32
20677,2021-01-01,1
20677,2021-02-01,6
20677,2021-03-01,10
20677,2021-04-01,10
20677,2021-05-01,13
20677,2021-06-01,14
20677,2021-07-01,62
20677,2021-08-01,4
20677,2021-09-01,68
20677,2021-10-01,4
20677,2021-11-01,19
20677,2021-12-01,41
20677,2022-01-01,1
20677,2022-02-01,3
20677,2022-03-01,21
20677,2022-04-01,35
20677,2022-05-01,8
20677,2022-06-01,10
20677,2022-07-01,1
20677,2022-08-01,63
20677,2022-09-01,30
20677,2022-10-01,33
20677,2022-11-01,18
20677,2022-12-01,78
20677,2023-01-01,57
20677,2023-02-01,2
20677,2023-03-01,3
20677,2023-04-01,25
20677,2023-05-01,20
20677,2023-06-01,3
20677,2023-07-01,0
20677,2023-08-01,68
20677,2023-09-01,47
20677,2023-10-01,19
20677,2023-11-01,8
20677,2023-12-01,25
20677,2024-01-01,16
20677,2024-02-01,0
20677,2024-03-01,25
20677,2024-04-01,33
20677,2024-05-01,30
20677,2024-06-01,12
20677,2024-07-01,67
20677,2024-08-01,40
20677,2024-09-01,29
20677,2024-10-01,19
20677,2024-11-01,20
20677,2024-12-01,3
20677,2025-01-01,0
20677,2025-02-01,20
20677,2025-03-01,8
20677,2025-04-01,0
20677,2025-05-01,22
20677,2025-06-01,17
20677,2025-07-01,27
20677,2025-08-01,1
20677,2025-09-01,17
20677,2025-10-01,17
20677,2025-11-01,3
20677,2025-12-01,26
20677,2026-01-01,28
20677,2026-02-01,6
20677,2026-03-01,0
20677,2026-04-01,1
20677,2026-05-01,1
20677,2026-06-01,0
20678,2011-03-01,343
20678,2011-04-01,418
20678,2011-05-01,706
20678,2011-06-01,625
20678,2011-07-01,595
20678,2011-08-01,334
20678,2011-09-01,178
20678,2011-10-01,134
20678,2011-11-01,155
20678,2011-12-01,163
20678,2012-01-01,119
20678,2012-02-01,103
20678,2012-03-01,121
20678,2012-04-01,85
20678,2012-05-01,126
20678,2012-06-01,163
20678,2012-07-01,95
20678,2012-08-01,105
20678,2012-09-01,54
20678,2012-10-01,69
20678,2012-11-01,50
20678,2012-12-01,72
20678,2013-01-01,55
20678,2013-02-01,36
20678,2013-03-01,44
20678,2013-04-01,54
20678,2013-05-01,57
20678,2013-06-01,75
20678,2013-07-01,74
20678,2013-08-01,69
20678,2013-09-01,69
20678,2013-10-01,81
20678,2013-11-01,84
20678,2013-12-01,80
20678,2014-01-01,66
20678,2014-02-01,50
20678,2014-03-01,53
20678,2014-04-01,70
20678,2014-05-01,73
20678,2014-06-01,54
20678,2014-07-01,49
20678,2014-08-01,51
20678,2014-09-01,53
20678,2014-10-01,115
20678,2014-11-01,61
20678,2014-12-01,76
20678,2015-01-01,46
20678,2015-02-01,60
20678,2015-03-01,104
20678,2015-04-01,108
20678,2015-05-01,112
20678,2015-06-01,119
20678,2015-07-01,120
20678,2015-08-01,95
20678,2015-09-01,96
20678,2015-10-01,91
20678,2015-11-01,105
20678,2015-12-01,118
20678,2016-01-01,85
20678,2016-02-01,89
20678,2016-03-01,103
20678,2016-04-01,67
20678,2016-05-01,44
20678,2016-06-01,42
20678,2016-07-01,32
20678,2016-08-01,33
20678,2016-09-01,41
20678,2016-10-01,35
20678,2016-11-01,41
20678,2016-12-01,39
20678,2017-01-01,36
20678,2017-02-01,23
20678,2017-03-01,42
20678,2017-04-01,29
20678,2017-05-01,30
20678,2017-06-01,25
20678,2017-07-01,33
20678,2017-08-01,43
20678,2017-09-01,37
20678,2017-10-01,33
20678,2017-11-01,39
20678,2017-12-01,42
20678,2018-01-01,32
20678,2018-02-01,25
20678,2018-03-01,40
20678,2018-04-01,37
20678,2018-05-01,30
20678,2018-06-01,29
20678,2018-07-01,37
20678,2018-08-01,41
20678,2018-09-01,46
20678,2018-10-01,56
20678,2018-11-01,51
20678,2018-12-01,63
20678,2019-01-01,46
20678,2019-02-01,43
20678,2019-03-01,67
20678,2019-04-01,55
20678,2019-05-01,59
20678,2019-06-01,55
20678,2019-07-01,72
20678,2019-08-01,37
20678,2019-09-01,11
20678,2019-10-01,13
20678,2019-11-01,5
20678,2019-12-01,13
20678,2020-01-01,7
20678,2020-02-01,14
20678,2020-03-01,9
20678,2020-04-01,4
20678,2020-05-01,2
20678,2020-06-01,6
20678,2020-07-01,14
20678,2020-08-01,6
20678,2020-09-01,2
20678,2020-10-01,7
20678,2020-11-01,5
20678,2020-12-01,37
20678,2021-01-01,5
20678,2021-02-01,10
20678,2021-03-01,14
20678,2021-04-01,15
20678,2021-05-01,19
20678,2021-06-01,20
20678,2021-07-01,68
20678,2021-08-01,12
20678,2021-09-01,76
20678,2021-10-01,10
20678,2021-11-01,23
20678,2021-12-01,44
20678,2022-01-01,4
20678,2022-02-01,7
20678,2022-03-01,31
20678,2022-04-01,44
20678,2022-05-01,30
20678,2022-06-01,11
20678,2022-07-01,8
20678,2022-08-01,64
20678,2022-09-01,31
20678,2022-10-01,34
20678,2022-11-01,19
20678,2022-12-01,78
20678,2023-01-01,58
20678,2023-02-01,2
20678,2023-03-01,3
20678,2023-04-01,26
20678,2023-05-01,21
20678,2023-06-01,3
20678,2023-07-01,0
20678,2023-08-01,69
20678,2023-09-01,51
20678,2023-10-01,21
20678,2023-11-01,8
20678,2023-12-01,25
20678,2024-01-01,17
20678,2024-02-01,0
20678,2024-03-01,26
20678,2024-04-01,34
20678,2024-05-01,31
20678,2024-06-01,12
20678,2024-07-01,68
20678,2024-08-01,40
20678,2024-09-01,29
20678,2024-10-01,19
20678,2024-11-01,20
20678,2024-12-01,3
20678,2025-01-01,0
20678,2025-02-01,21
20678,2025-03-01,9
20678,2025-04-01,0
20678,2025-05-01,22
20678,2025-06-01,17
20678,2025-07-01,27
20678,2025-08-01,1
20678,2025-09-01,17
20678,2025-10-01,17
20678,2025-11-01,3
20678,2025-12-01,26
20678,2026-01-01,28
20678,2026-02-01,6
20678,2026-03-01,0
20678,2026-04-01,1
20678,2026-05-01,1
20678,2026-06-01,0
20679,2011-03-01,12798
20679,2011-04-01,13665
20679,2011-05-01,12861
20679,2011-06-01,12652
20679,2011-07-01,12047
20679,2011-08-01,11774
20679,2011-09-01,13823
20679,2011-10-01,14184
20679,2011-11-01,13051
20679,2011-12-01,12536
20679,2012-01-01,12770
20679,2012-02-01,12765
20679,2012-03-01,12914
20679,2012-04-01,12937
20679,2012-05-01,12994
20679,2012-06-01,14104
20679,2012-07-01,12977
20679,2012-08-01,13317
20679,2012-09-01,14031
20679,2012-10-01,14079
20679,2012-11-01,13901
20679,2012-12-01,14116
20679,2013-01-01,14742
20679,2013-02-01,15016
20679,2013-03-01,14839
20679,2013-04-01,15086
20679,2013-05-01,15464
20679,2013-06-01,15073
20679,2013-07-01,15150
20679,2013-08-01,15786
20679,2013-09-01,16217
20679,2013-10-01,16324
20679,2013-11-01,16387
20679,2013-12-01,16674
20679,2014-01-01,17427
20679,2014-02-01,18442
20679,2014-03-01,18515
20679,2014-04-01,17756
20679,2014-05-01,17690
20679,2014-06-01,17576
20679,2014-07-01,16827
20679,2014-08-01,16694
20679,2014-09-01,15767
20679,2014-10-01,16357
20679,2014-11-01,16119
20679,2014-12-01,15961
20679,2015-01-01,17388
20679,2015-02-01,17111
20679,2015-03-01,17458
20679,2015-04-01,16919
20679,2015-05-01,16081
20679,2015-06-01,15375
20679,2015-07-01,14539
20679,2015-08-01,14703
20679,2015-09-01,14942
20679,2015-10-01,15642
20679,2015-11-01,15637
20679,2015-12-01,14545
20679,2016-01-01,15242
20679,2016-02-01,16324
20679,2016-03-01,15036
20679,2016-04-01,15233
20679,2016-05-01,15093
20679,2016-06-01,14793
20679,2016-07-01,14137
20679,2016-08-01,14409
20679,2016-09-01,14866
20679,2016-10-01,15402
20679,2016-11-01,15733
20679,2016-12-01,14429
20679,2017-01-01,15301
20679,2017-02-01,13859
20679,2017-03-01,16576
20679,2017-04-01,15063
20679,2017-05-01,16327
20679,2017-06-01,14936
20679,2017-07-01,15164
20679,2017-08-01,14936
20679,2017-09-01,15934
20679,2017-10-01,16439
20679,2017-11-01,17443
20679,2017-12-01,16064
20679,2018-01-01,17608
20679,2018-02-01,17000
20679,2018-03-01,17290
20679,2018-04-01,16358
20679,2018-05-01,14794
20679,2018-06-01,15254
20679,2018-07-01,15521
20679,2018-08-01,14645
20679,2018-09-01,14397
20679,2018-10-01,15203
20679,2018-11-01,16467
20679,2018-12-01,14807
20679,2019-01-01,16402
20679,2019-02-01,16360
20679,2019-03-01,17123
20679,2019-04-01,16391
20679,2019-05-01,17155
20679,2019-06-01,16515
20679,2019-07-01,17490
20679,2019-08-01,16578
20679,2019-09-01,16300
20679,2019-10-01,16601
20679,2019-11-01,17418
20679,2019-12-01,16298
20679,2020-01-01,18663
20679,2020-02-01,17500
20679,2020-03-01,18897
20679,2020-04-01,18705
20679,2020-05-01,14974
20679,2020-06-01,14503
20679,2020-07-01,12161
20679,2020-08-01,12433
20679,2020-09-01,13513
20679,2020-10-01,13904
20679,2020-11-01,14194
20679,2020-12-01,13657
20679,2021-01-01,16309
20679,2021-02-01,15361
20679,2021-03-01,17039
20679,2021-04-01,17021
20679,2021-05-01,16934
20679,2021-06-01,16934
20679,2021-07-01,17741
20679,2021-08-01,18533
20679,2021-09-01,20253
20679,2021-10-01,21536
20679,2021-11-01,23468
20679,2021-12-01,23796
20679,2022-01-01,25799
20679,2022-02-01,23018
20679,2022-03-01,29031
20679,2022-04-01,26936
20679,2022-05-01,26857
20679,2022-06-01,27689
20679,2022-07-01,27962
20679,2022-08-01,29108
20679,2022-09-01,31529
20679,2022-10-01,30961
20679,2022-11-01,31492
20679,2022-12-01,30191
20679,2023-01-01,31959
20679,2023-02-01,30505
20679,2023-03-01,30772
20679,2023-04-01,29622
20679,2023-05-01,29644
20679,2023-06-01,30361
20679,2023-07-01,28225
20679,2023-08-01,28540
20679,2023-09-01,29588
20679,2023-10-01,29768
20679,2023-11-01,33032
20679,2023-12-01,28975
20679,2024-01-01,31024
20679,2024-02-01,31078
20679,2024-03-01,29704
20679,2024-04-01,30633
20679,2024-05-01,30106
20679,2024-06-01,29135
20679,2024-07-01,29237
20679,2024-08-01,30961
20679,2024-09-01,29242
20679,2024-10-01,30130
20679,2024-11-01,31857
20679,2024-12-01,30379
20679,2025-01-01,34105
20679,2025-02-01,32320
20679,2025-03-01,34979
20679,2025-04-01,32463
20679,2025-05-01,32986
20679,2025-06-01,32948
20679,2025-07-01,33430
20679,2025-08-01,32894
20679,2025-09-01,33168
20679,2025-10-01,33769
20679,2025-11-01,34887
20679,2025-12-01,35976
20679,2026-01-01,39022
20679,2026-02-01,35759
20679,2026-03-01,37895
20679,2026-04-01,39277
20679,2026-05-01,39332
20679,2026-06-01,38607
20680,2011-03-01,2354
20680,2011-04-01,1540
20680,2011-05-01,1716
20680,2011-06-01,1710
20680,2011-07-01,1757
20680,2011-08-01,1906
20680,2011-09-01,1903
20680,2011-10-01,1665
20680,2011-11-01,1965
20680,2011-12-01,2264
20680,2012-01-01,2101
20680,2012-02-01,1992
20680,2012-03-01,2163
20680,2012-04-01,1957
20680,2012-05-01,2015
20680,2012-06-01,1820
20680,2012-07-01,1893
20680,2012-08-01,1821
20680,2012-09-01,1687
20680,2012-10-01,1975
20680,2012-11-01,1965
20680,2012-12-01,1975
20680,2013-01-01,1982
20680,2013-02-01,1860
20680,2013-03-01,2006
20680,2013-04-01,2323
20680,2013-05-01,2348
20680,2013-06-01,2104
20680,2013-07-01,2204
20680,2013-08-01,2378
20680,2013-09-01,2443
20680,2013-10-01,2430
20680,2013-11-01,2260
20680,2013-12-01,2392
20680,2014-01-01,2441
20680,2014-02-01,2562
20680,2014-03-01,2440
20680,2014-04-01,2729
20680,2014-05-01,2557
20680,2014-06-01,2458
20680,2014-07-01,2583
20680,2014-08-01,2499
20680,2014-09-01,2430
20680,2014-10-01,2360
20680,2014-11-01,2324
20680,2014-12-01,2543
20680,2015-01-01,2583
20680,2015-02-01,2587
20680,2015-03-01,2783
20680,2015-04-01,2702
20680,2015-05-01,2609
20680,2015-06-01,2833
20680,2015-07-01,2803
20680,2015-08-01,2971
20680,2015-09-01,2584
20680,2015-10-01,2480
20680,2015-11-01,2350
20680,2015-12-01,2307
20680,2016-01-01,2284
20680,2016-02-01,2373
20680,2016-03-01,2614
20680,2016-04-01,2443
20680,2016-05-01,2601
20680,2016-06-01,2591
20680,2016-07-01,2458
20680,2016-08-01,2418
20680,2016-09-01,2291
20680,2016-10-01,2335
20680,2016-11-01,2332
20680,2016-12-01,2269
20680,2017-01-01,2321
20680,2017-02-01,2186
20680,2017-03-01,2634
20680,2017-04-01,2673
20680,2017-05-01,4812
20680,2017-06-01,3644
20680,2017-07-01,3587
20680,2017-08-01,3399
20680,2017-09-01,3209
20680,2017-10-01,3301
20680,2017-11-01,3306
20680,2017-12-01,3134
20680,2018-01-01,3262
20680,2018-02-01,3357
20680,2018-03-01,3775
20680,2018-04-01,3684
20680,2018-05-01,3875
20680,2018-06-01,3812
20680,2018-07-01,3969
20680,2018-08-01,4083
20680,2018-09-01,4170
20680,2018-10-01,4214
20680,2018-11-01,4508
20680,2018-12-01,4184
20680,2019-01-01,4233
20680,2019-02-01,4452
20680,2019-03-01,4824
20680,2019-04-01,4897
20680,2019-05-01,5280
20680,2019-06-01,4912
20680,2019-07-01,5224
20680,2019-08-01,5088
20680,2019-09-01,4885
20680,2019-10-01,5178
20680,2019-11-01,4774
20680,2019-12-01,4710
20680,2020-01-01,4775
20680,2020-02-01,5050
20680,2020-03-01,5545
20680,2020-04-01,5995
20680,2020-05-01,5178
20680,2020-06-01,4339
20680,2020-07-01,3846
20680,2020-08-01,3407
20680,2020-09-01,3628
20680,2020-10-01,3941
20680,2020-11-01,4144
20680,2020-12-01,4112
20680,2021-01-01,4303
20680,2021-02-01,4711
20680,2021-03-01,5475
20680,2021-04-01,5172
20680,2021-05-01,5101
20680,2021-06-01,5106
20680,2021-07-01,5181
20680,2021-08-01,5588
20680,2021-09-01,5948
20680,2021-10-01,6113
20680,2021-11-01,6629
20680,2021-12-01,6850
20680,2022-01-01,6890
20680,2022-02-01,7009
20680,2022-03-01,8734
20680,2022-04-01,7826
20680,2022-05-01,8323
20680,2022-06-01,8113
20680,2022-07-01,8197
20680,2022-08-01,8461
20680,2022-09-01,8891
20680,2022-10-01,8968
20680,2022-11-01,9012
20680,2022-12-01,9227
20680,2023-01-01,9542
20680,2023-02-01,9300
20680,2023-03-01,10937
20680,2023-04-01,9878
20680,2023-05-01,10876
20680,2023-06-01,10444
20680,2023-07-01,10084
20680,2023-08-01,10818
20680,2023-09-01,12457
20680,2023-10-01,11907
20680,2023-11-01,12415
20680,2023-12-01,11865
20680,2024-01-01,12932
20680,2024-02-01,12777
20680,2024-03-01,13146
20680,2024-04-01,14039
20680,2024-05-01,13393
20680,2024-06-01,12801
20680,2024-07-01,13055
20680,2024-08-01,12821
20680,2024-09-01,12436
20680,2024-10-01,13668
20680,2024-11-01,12757
20680,2024-12-01,13623
20680,2025-01-01,14526
20680,2025-02-01,14383
20680,2025-03-01,15134
20680,2025-04-01,14884
20680,2025-05-01,15627
20680,2025-06-01,14377
20680,2025-07-01,15457
20680,2025-08-01,15364
20680,2025-09-01,16223
20680,2025-10-01,18647
20680,2025-11-01,16647
20680,2025-12-01,17574
20680,2026-01-01,18251
20680,2026-02-01,17633
20680,2026-03-01,19734
20680,2026-04-01,18186
20680,2026-05-01,18018
20680,2026-06-01,17314
20681,2011-03-01,30674
20681,2011-04-01,28554
20681,2011-05-01,32854
20681,2011-06-01,32505
20681,2011-07-01,32992
20681,2011-08-01,35580
20681,2011-09-01,35362
20681,2011-10-01,35224
20681,2011-11-01,36189
20681,2011-12-01,43724
20681,2012-01-01,36560
20681,2012-02-01,33781
20681,2012-03-01,36569
20681,2012-04-01,36917
20681,2012-05-01,38949
20681,2012-06-01,32995
20681,2012-07-01,35919
20681,2012-08-01,33717
20681,2012-09-01,37022
20681,2012-10-01,44227
20681,2012-11-01,42153
20681,2012-12-01,49883
20681,2013-01-01,44021
20681,2013-02-01,38791
20681,2013-03-01,40992
20681,2013-04-01,44402
20681,2013-05-01,45529
20681,2013-06-01,41394
20681,2013-07-01,48176
20681,2013-08-01,45569
20681,2013-09-01,45814
20681,2013-10-01,48787
20681,2013-11-01,47371
20681,2013-12-01,59564
20681,2014-01-01,49900
20681,2014-02-01,46145
20681,2014-03-01,48423
20681,2014-04-01,49197
20681,2014-05-01,51443
20681,2014-06-01,49457
20681,2014-07-01,54574
20681,2014-08-01,52597
20681,2014-09-01,55225
20681,2014-10-01,56920
20681,2014-11-01,52197
20681,2014-12-01,67563
20681,2015-01-01,55683
20681,2015-02-01,47704
20681,2015-03-01,55863
20681,2015-04-01,52682
20681,2015-05-01,55359
20681,2015-06-01,54000
20681,2015-07-01,55135
20681,2015-08-01,53890
20681,2015-09-01,52834
20681,2015-10-01,55320
20681,2015-11-01,57842
20681,2015-12-01,64827
20681,2016-01-01,52983
20681,2016-02-01,52890
20681,2016-03-01,55777
20681,2016-04-01,52508
20681,2016-05-01,57834
20681,2016-06-01,56484
20681,2016-07-01,56630
20681,2016-08-01,60645
20681,2016-09-01,56693
20681,2016-10-01,59065
20681,2016-11-01,64597
20681,2016-12-01,68015
20681,2017-01-01,60815
20681,2017-02-01,52145
20681,2017-03-01,66240
20681,2017-04-01,56640
20681,2017-05-01,65314
20681,2017-06-01,63198
20681,2017-07-01,64824
20681,2017-08-01,65080
20681,2017-09-01,61874
20681,2017-10-01,68111
20681,2017-11-01,72200
20681,2017-12-01,74519
20681,2018-01-01,72090
20681,2018-02-01,62461
20681,2018-03-01,69998
20681,2018-04-01,69809
20681,2018-05-01,72642
20681,2018-06-01,69074
20681,2018-07-01,72593
20681,2018-08-01,79571
20681,2018-09-01,69530
20681,2018-10-01,78771
20681,2018-11-01,90921
20681,2018-12-01,90810
20681,2019-01-01,83376
20681,2019-02-01,77234
20681,2019-03-01,78935
20681,2019-04-01,84243
20681,2019-05-01,88138
